severity,finding,surface,player_id,name,position,field,ours,published,note
3,source absence rendered as a number,draft-board,24953,Kenny Yeboah,TE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,24961,Cade York,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,24961,Cade York,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,24984,Colbie Young,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,24984,Colbie Young,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25037,Zion Young,LB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25037,Zion Young,LB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25060,Bailey Zappe,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25060,Bailey Zappe,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25122,Dominic Zvada,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25122,Dominic Zvada,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25129,Jordan van den Berg,DT,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,25129,Jordan van den Berg,DT,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,29620,Gabriel Rubio,DE,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,draft-board,29620,Gabriel Rubio,DE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,412,Drew Allar,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,412,Drew Allar,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1386,Tyler Bass,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1386,Tyler Bass,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1522,Carson Beck,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1522,Carson Beck,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1534,Odell Beckham Jr.,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1534,Odell Beckham Jr.,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1634,Skyler Bell,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1634,Skyler Bell,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1773,Germie Bernard,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,1773,Germie Bernard,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2245,Denzel Boston,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2245,Denzel Boston,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2674,Jonathon Brooks,RB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2674,Jonathon Brooks,RB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2967,Tanner Brown,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,2967,Tanner Brown,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,4580,KC Concepcion,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,4580,KC Concepcion,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,4712,Omar Cooper Jr.,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,4712,Omar Cooper Jr.,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,5607,Tommy DeVito,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,5607,Tommy DeVito,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,7064,Malachi Fields,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,7064,Malachi Fields,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,9703,Eli Heidenreich,RB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,9703,Eli Heidenreich,RB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,10506,Will Howard,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,10506,Will Howard,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,11574,Emmett Johnson,RB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,11574,Emmett Johnson,RB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,12747,Cade Klubnik,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,12747,Cade Klubnik,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13092,Ja'Kobi Lane,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13092,Ja'Kobi Lane,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13397,Makai Lemon,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13397,Makai Lemon,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13803,Jeremiyah Love,RB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,13803,Jeremiyah Love,RB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,15217,Fernando Mendoza,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,15217,Fernando Mendoza,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,18003,Jadarian Price,RB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,18003,Jadarian Price,RB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,18281,Eli Raridon,TE,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,18281,Eli Raridon,TE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19238,Sam Roush,TE,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19238,Sam Roush,TE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19421,Kenyon Sadiq,TE,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19421,Kenyon Sadiq,TE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19525,Jason Sanders,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,19525,Jason Sanders,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,20307,Ty Simpson,QB,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,20307,Ty Simpson,QB,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,20453,Trey Smack,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,20453,Trey Smack,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,21700,Carnell Tate,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,21700,Carnell Tate,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22107,Zavion Thomas,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22107,Zavion Thomas,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22497,Michael Trigg,TE,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22497,Michael Trigg,TE,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22715,Jordyn Tyson,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,22715,Jordyn Tyson,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,24008,Antonio Williams,WR,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,24008,Antonio Williams,WR,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,25122,Dominic Zvada,PK,games_played,0,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
3,source absence rendered as a number,mock-pool + player-detail,25122,Dominic Zvada,PK,team_games,17,null,No 2025 published player-week or resolved snap rows; the endpoint emits the fallback rather than null.
4,draft-board aggregate rounding disagreement,draft-board,1519,Jack Bech,WR,ppr_per_game_played,2.6,2.7,Published weekly PPR summed directly; mock pool and detail agree with it.
4,draft-board aggregate rounding disagreement,draft-board,2669,Jalen Brooks,WR,ppr_per_game_played,1.3,1.4,Published weekly PPR summed directly; mock pool and detail agree with it.
4,draft-board aggregate rounding disagreement,draft-board,16838,Chris Olave,WR,ppr_per_game_played,16.8,16.7,Published weekly PPR summed directly; mock pool and detail agree with it.
4,draft-board aggregate rounding disagreement,draft-board,19865,Zavier Scott,RB,ppr_per_game_played,2.4,2.5,Published weekly PPR summed directly; mock pool and detail agree with it.
4,draft-board aggregate rounding disagreement,draft-board,23435,Jordan Watkins,WR,ppr_per_game_played,1.1,1.2,Published weekly PPR summed directly; mock pool and detail agree with it.
4,draft-board aggregate rounding disagreement,draft-board,24802,Xavier Worthy,WR,ppr_per_game_played,7.8,7.9,Published weekly PPR summed directly; mock pool and detail agree with it.
4,snap percentage loses weekly precision,draft-board,13816,Colston Loveland,TE,snap_pct,65.0,64.0,Endpoint aggregate has 16 weekly snap values; published snap source has 16.
4,snap percentage loses weekly precision,draft-board,14674,Ladd McConkey,WR,snap_pct,77.0,78.0,Endpoint aggregate has 16 weekly snap values; published snap source has 16.
4,snap percentage loses weekly precision,draft-board,17642,Kenny Pickett,QB,snap_pct,28.0,29.0,Endpoint aggregate has 6 weekly snap values; published snap source has 6.
4,target share loses weekly precision,draft-board,819,Elijah Arroyo,TE,target_share,7.8,7.9,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,881,Tutu Atwell,WR,target_share,5.0,4.9,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,2746,A.J. Brown,WR,target_share,28.6,28.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,3235,Treylon Burks,WR,target_share,12.6,12.5,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,4589,Tyler Conklin,TE,target_share,4.6,4.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,6768,Mike Evans,WR,target_share,24.4,24.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,6860,Noah Fant,TE,target_share,9.1,9.2,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,7979,Jahmyr Gibbs,RB,target_share,16.1,16.2,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,9552,Jackson Hawes,TE,target_share,5.6,5.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,9725,Gunnar Helm,TE,target_share,10.6,10.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,11672,Tez Johnson,WR,target_share,9.1,9.2,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,12719,George Kittle,TE,target_share,21.4,21.5,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,12926,Lucas Krull,TE,target_share,7.0,7.1,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,13730,Hunter Long,TE,target_share,6.8,6.9,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,14279,Tay Martin,WR,target_share,4.2,4.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,16254,Jalen Nailor,WR,target_share,11.6,11.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,17348,Ricky Pearsall,WR,target_share,17.9,18.0,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,20310,Ben Sims,TE,target_share,8.2,8.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,21333,Cade Stover,TE,target_share,9.2,9.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,21575,D'Andre Swift,RB,target_share,9.3,9.4,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,23408,Tahj Washington,WR,target_share,8.9,9.0,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,23514,Theo Wease Jr.,WR,target_share,13.0,13.1,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,draft-board,23814,Rachaad White,RB,target_share,8.2,8.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,881,Tutu Atwell,WR,target_share,5.0,4.9,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,2746,A.J. Brown,WR,target_share,28.6,28.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,7979,Jahmyr Gibbs,RB,target_share,16.1,16.2,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,9725,Gunnar Helm,TE,target_share,10.6,10.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,12719,George Kittle,TE,target_share,21.4,21.5,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,16254,Jalen Nailor,WR,target_share,11.6,11.7,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,17348,Ricky Pearsall,WR,target_share,17.9,18.0,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,21575,D'Andre Swift,RB,target_share,9.3,9.4,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
4,target share loses weekly precision,mock-pool + player-detail,23814,Rachaad White,RB,target_share,8.2,8.3,All weekly shares are present; the ingest rounded each published weekly value to three decimals before averaging.
5,live ADP source refresh drift,draft-board,138,Yasir Abdullah,LB,adp,169.8,169.81,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,138,Yasir Abdullah,LB,percent_owned,1.03,1.02,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,144,Keith Abney II,CB,adp,169.58,169.59,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,144,Keith Abney II,CB,percent_owned,1.73,1.72,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,158,Kris Abrams-Draine,CB,percent_owned,0.71,0.7,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,159,De'Von Achane,RB,adp,12.91,12.89,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,187,Davante Adams,WR,adp,46.06,46.04,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,215,Myles Adams,DE,adp,168.93,168.82,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,215,Myles Adams,DE,percent_owned,0.77,0.85,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,229,Tony Adams,S,adp,170.8,170.78,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,229,Tony Adams,S,percent_owned,5.49,5.46,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,242,Jordan Addison,WR,adp,120.58,120.56,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,244,Adetomiwa Adebawore,DT,adp,170.83,170.8,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,245,Paulson Adebo,CB,adp,178.72,178.23,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,245,Paulson Adebo,CB,percent_owned,33.25,33.26,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,287,Salvon Ahmed,RB,adp,169.99,170.0,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,300,Brandon Aiyuk,WR,adp,170.44,170.42,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,300,Brandon Aiyuk,WR,percent_owned,8.02,7.98,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,302,Austin Ajiake,LB,adp,170.08,170.07,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,302,Austin Ajiake,LB,percent_owned,3.04,3.03,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,319,Azeez Al-Shaair,LB,adp,177.53,177.34,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,319,Azeez Al-Shaair,LB,percent_owned,23.17,23.06,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,376,Maurice Alexander,WR,adp,170.01,170.0,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,398,Dee Alford,CB,adp,170.83,170.81,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,398,Dee Alford,CB,percent_owned,2.98,2.97,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,408,Mo Alie-Cox,TE,percent_owned,0.09,0.1,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,412,Drew Allar,QB,adp,169.94,169.93,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,425,Braelon Allen,RB,adp,169.17,169.18,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,435,CJ Allen,LB,adp,176.16,176.01,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,435,CJ Allen,LB,percent_owned,12.33,12.26,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,466,Jonathan Allen,DT,adp,170.76,170.73,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,466,Jonathan Allen,DT,percent_owned,6.77,6.73,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,469,Josh Allen,QB,adp,22.86,22.85,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,475,Kyle Allen,QB,adp,169.94,169.95,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,477,LeQuint Allen Jr.,RB,adp,170.3,170.29,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,504,Zach Allen,DE,adp,171.54,171.12,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,504,Zach Allen,DE,percent_owned,8.65,8.69,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,507,Tyler Allgeier,RB,adp,169.83,169.84,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,507,Tyler Allgeier,RB,percent_owned,19.6,19.52,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,555,Trey Amos,CB,percent_owned,1.88,1.87,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,566,Troy Andersen,LB,adp,170.8,170.78,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,566,Troy Andersen,LB,percent_owned,3.78,3.76,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,603,Evan Anderson,DT,adp,170.8,170.77,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,665,Will Anderson Jr.,DE,adp,103.71,102.87,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
5,live ADP source refresh drift,draft-board,665,Will Anderson Jr.,DE,percent_owned,81.39,81.5,DB snapshot is 2026-07-28T17:38:31.888534+00:00; published ESPN ownership data was fetched during this audit.
