severity,finding,surface,player_id,name,position,field,ours,published,note
1,snap percentage omits published snap weeks,draft-board,258,Nate Adkins,TE,snap_pct,31.0,33.0,Endpoint aggregate has 6 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,376,Maurice Alexander,WR,snap_pct,null,2.0,Endpoint aggregate has 0 weekly snap values; published snap source has 1.
1,snap percentage omits published snap weeks,draft-board,406,Rasheen Ali,RB,snap_pct,24.0,13.0,Endpoint aggregate has 8 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,408,Mo Alie-Cox,TE,snap_pct,40.0,39.0,Endpoint aggregate has 11 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,441,Davis Allen,TE,snap_pct,52.0,50.0,Endpoint aggregate has 15 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,469,Josh Allen,QB,snap_pct,98.0,92.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,475,Kyle Allen,QB,snap_pct,10.0,8.0,Endpoint aggregate has 2 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,881,Tutu Atwell,WR,snap_pct,32.0,28.0,Endpoint aggregate has 8 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,910,Kevin Austin Jr.,WR,snap_pct,66.0,44.0,Endpoint aggregate has 5 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,987,Tyler Badie,RB,snap_pct,19.0,18.0,Endpoint aggregate has 14 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,988,Tyson Bagent,QB,snap_pct,8.0,7.0,Endpoint aggregate has 2 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,1147,Michael Bandy,WR,snap_pct,8.0,6.0,Endpoint aggregate has 3 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,1395,Brenden Bates,TE,snap_pct,39.0,27.0,Endpoint aggregate has 4 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,1401,John Bates,TE,snap_pct,55.0,51.0,Endpoint aggregate has 9 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,1519,Jack Bech,WR,snap_pct,51.0,40.0,Endpoint aggregate has 12 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,1521,Andrew Beck,FB,snap_pct,13.0,11.0,Endpoint aggregate has 7 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,1633,Ronnie Bell,WR,snap_pct,53.0,29.0,Endpoint aggregate has 1 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,1651,Daniel Bellinger,TE,snap_pct,53.0,50.0,Endpoint aggregate has 12 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,1791,Braxton Berrios,WR,snap_pct,38.0,19.0,Endpoint aggregate has 2 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,1869,Tank Bigsby,RB,snap_pct,19.0,13.0,Endpoint aggregate has 11 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,1980,Chris Blair,WR,snap_pct,null,5.0,Endpoint aggregate has 0 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,2075,Jake Bobo,WR,snap_pct,18.0,17.0,Endpoint aggregate has 2 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,2264,Kendrick Bourne,WR,snap_pct,62.0,57.0,Endpoint aggregate has 14 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,2551,Teddy Bridgewater,QB,snap_pct,15.0,12.0,Endpoint aggregate has 3 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,2654,British Brooks,RB,snap_pct,19.0,7.0,Endpoint aggregate has 3 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,2658,Chris Brooks,RB,snap_pct,23.0,20.0,Endpoint aggregate has 14 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,2669,Jalen Brooks,WR,snap_pct,55.0,30.0,Endpoint aggregate has 2 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,2696,Tahj Brooks,RB,snap_pct,12.0,5.0,Endpoint aggregate has 6 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,2758,Brittain Brown,RB,snap_pct,18.0,7.0,Endpoint aggregate has 1 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,2821,Dyami Brown,WR,snap_pct,44.0,37.0,Endpoint aggregate has 11 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,3014,Jason Brownlee,WR,snap_pct,10.0,7.0,Endpoint aggregate has 1 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,3085,Pat Bryant,WR,snap_pct,53.0,48.0,Endpoint aggregate has 12 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,3452,Lawrence Cager,TE,snap_pct,null,2.0,Endpoint aggregate has 0 weekly snap values; published snap source has 1.
1,snap percentage omits published snap weeks,draft-board,3466,Grant Calcaterra,TE,snap_pct,43.0,40.0,Endpoint aggregate has 8 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,3515,Dalen Cambre,WR,snap_pct,null,3.0,Endpoint aggregate has 0 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,3533,Dalevon Campbell,WR,snap_pct,null,6.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,3642,Stephen Carlson,TE,snap_pct,null,10.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,3946,Ty Chandler,RB,snap_pct,34.0,22.0,Endpoint aggregate has 2 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,3988,Elijah Chatman,DT,snap_pct,null,1.0,Endpoint aggregate has 0 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,4030,Julius Chestnut,RB,snap_pct,7.0,4.0,Endpoint aggregate has 7 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,4057,Dan Chisena,WR,snap_pct,null,8.0,Endpoint aggregate has 0 weekly snap values; published snap source has 1.
1,snap percentage omits published snap weeks,draft-board,4058,Efton Chism III,WR,snap_pct,53.0,18.0,Endpoint aggregate has 2 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,4440,Keon Coleman,WR,snap_pct,66.0,65.0,Endpoint aggregate has 12 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,4496,Beaux Collins,WR,snap_pct,23.0,14.0,Endpoint aggregate has 3 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,4589,Tyler Conklin,TE,snap_pct,30.0,19.0,Endpoint aggregate has 6 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,4611,Tanner Conner,TE,snap_pct,35.0,34.0,Endpoint aggregate has 7 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,4692,Darius Cooper,WR,snap_pct,39.0,26.0,Endpoint aggregate has 5 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,4752,Malachi Corley,WR,snap_pct,27.0,25.0,Endpoint aggregate has 12 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,4838,Britain Covey,WR,snap_pct,55.0,10.0,Endpoint aggregate has 1 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,4990,Jalen Cropper,WR,snap_pct,null,4.0,Endpoint aggregate has 0 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,5068,Devin Culp,TE,snap_pct,29.0,6.0,Endpoint aggregate has 1 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,5163,Drake Dabney,TE,snap_pct,88.0,52.0,Endpoint aggregate has 1 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,5186,DeeJay Dallas,RB,snap_pct,10.0,6.0,Endpoint aggregate has 2 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,5360,Derius Davis,WR,snap_pct,21.0,11.0,Endpoint aggregate has 5 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,5384,Isaiah Davis,RB,snap_pct,29.0,28.0,Endpoint aggregate has 15 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,5418,Kaden Davis,WR,snap_pct,null,1.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,5432,Malik Davis,RB,snap_pct,23.0,21.0,Endpoint aggregate has 9 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,5456,Ray Davis,RB,snap_pct,17.0,14.0,Endpoint aggregate has 13 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,5574,Cooper DeJean,CB,snap_pct,null,1.0,Endpoint aggregate has 0 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,5675,Emari Demercado,RB,snap_pct,27.0,23.0,Endpoint aggregate has 11 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,5834,AJ Dillon,RB,snap_pct,13.0,12.0,Endpoint aggregate has 6 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,5861,CJ Dippre,TE,snap_pct,null,16.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,6029,Jahan Dotson,WR,snap_pct,58.0,57.0,Endpoint aggregate has 14 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6047,DeMario Douglas,WR,snap_pct,27.0,26.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6141,Dylan Drummond,WR,snap_pct,39.0,21.0,Endpoint aggregate has 4 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,6202,Greg Dulcich,TE,snap_pct,44.0,42.0,Endpoint aggregate has 9 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,6204,Ashton Dulin,WR,snap_pct,29.0,21.0,Endpoint aggregate has 7 weekly snap values; published snap source has 12.
1,snap percentage omits published snap weeks,draft-board,6291,Payne Durham,TE,snap_pct,30.0,32.0,Endpoint aggregate has 4 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6298,Devin Duvernay,WR,snap_pct,11.0,4.0,Endpoint aggregate has 3 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6705,Audric Estimé,RB,snap_pct,54.0,39.0,Endpoint aggregate has 5 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,6717,Trevor Etienne,RB,snap_pct,9.0,6.0,Endpoint aggregate has 8 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6770,Mitchell Evans,TE,snap_pct,39.0,37.0,Endpoint aggregate has 13 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6860,Noah Fant,TE,snap_pct,40.0,38.0,Endpoint aggregate has 13 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,6897,Luke Farrell,TE,snap_pct,39.0,35.0,Endpoint aggregate has 9 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,6958,Simi Fehoko,WR,snap_pct,null,6.0,Endpoint aggregate has 0 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,6979,Tai Felton,WR,snap_pct,16.0,4.0,Endpoint aggregate has 3 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,7010,Terrance Ferguson,TE,snap_pct,43.0,37.0,Endpoint aggregate has 11 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,7035,Thomas Fidone II,TE,snap_pct,null,3.0,Endpoint aggregate has 0 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,7101,Anthony Firkser,TE,snap_pct,48.0,40.0,Endpoint aggregate has 5 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,7199,Ryan Flournoy,WR,snap_pct,52.0,45.0,Endpoint aggregate has 13 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,7478,Feleipe Franks,TE,snap_pct,4.0,1.0,Endpoint aggregate has 2 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,7532,Pat Freiermuth,TE,snap_pct,53.0,50.0,Endpoint aggregate has 15 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,7955,Mike Gesicki,TE,snap_pct,42.0,39.0,Endpoint aggregate has 12 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,8002,DJ Giddens,RB,snap_pct,18.0,12.0,Endpoint aggregate has 5 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,8057,Reggie Gilliam,FB,snap_pct,19.0,21.0,Endpoint aggregate has 3 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,8084,Xavier Gipson,WR,snap_pct,6.0,2.0,Endpoint aggregate has 2 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,8244,Tyler Goodson,RB,snap_pct,7.0,5.0,Endpoint aggregate has 7 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,8276,Ollie Gordon II,RB,snap_pct,23.0,22.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,8304,Anthony Gould,WR,snap_pct,36.0,9.0,Endpoint aggregate has 2 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,8368,Cam Grandy,TE,snap_pct,14.0,9.0,Endpoint aggregate has 2 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,8371,Kylen Granson,TE,snap_pct,45.0,23.0,Endpoint aggregate has 4 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,8435,Eric Gray,RB,snap_pct,null,1.0,Endpoint aggregate has 0 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,8451,Noah Gray,TE,snap_pct,53.0,52.0,Endpoint aggregate has 13 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,9156,Mecole Hardman,WR,snap_pct,7.0,4.0,Endpoint aggregate has 1 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,9552,Jackson Hawes,TE,snap_pct,46.0,44.0,Endpoint aggregate has 13 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,9737,Tonka Hemingway,DT,snap_pct,null,1.0,Endpoint aggregate has 0 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,9922,Connor Heyward,FB,snap_pct,11.0,9.0,Endpoint aggregate has 11 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,9967,Elijah Higgins,TE,snap_pct,45.0,43.0,Endpoint aggregate has 15 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,10032,Julian Hill,TE,snap_pct,56.0,55.0,Endpoint aggregate has 11 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,10033,Justice Hill,RB,snap_pct,38.0,37.0,Endpoint aggregate has 9 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,10186,Isaiah Hodgins,WR,snap_pct,83.0,76.0,Endpoint aggregate has 6 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,10218,George Holani,RB,snap_pct,15.0,6.0,Endpoint aggregate has 4 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,10375,Austin Hooper,TE,snap_pct,52.0,50.0,Endpoint aggregate has 13 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,10406,Jimmy Horn Jr.,WR,snap_pct,21.0,19.0,Endpoint aggregate has 10 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,10430,Tory Horton,WR,snap_pct,47.0,48.0,Endpoint aggregate has 7 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,10573,Tanner Hudson,TE,snap_pct,21.0,15.0,Endpoint aggregate has 10 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,10642,Lil'Jordan Humphrey,WR,snap_pct,54.0,48.0,Endpoint aggregate has 7 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,10720,Adin Huntington,DE,snap_pct,null,3.0,Endpoint aggregate has 0 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,10759,Xavier Hutchinson,WR,snap_pct,58.0,57.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,10769,Jalin Hyatt,WR,snap_pct,38.0,29.0,Endpoint aggregate has 5 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,10852,Andrei Iosivas,WR,snap_pct,78.0,76.0,Endpoint aggregate has 15 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,11178,Jordan James,RB,snap_pct,null,2.0,Endpoint aggregate has 0 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,11287,Van Jefferson,WR,snap_pct,65.0,59.0,Endpoint aggregate has 14 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,11316,E.J. Jenkins,TE,snap_pct,null,10.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,11376,Terrell Jennings,RB,snap_pct,12.0,8.0,Endpoint aggregate has 5 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,11445,Amar Johnson,RB,snap_pct,8.0,4.0,Endpoint aggregate has 1 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,11645,Josh Johnson,QB,snap_pct,80.0,49.0,Endpoint aggregate has 3 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,11654,Kameron Johnson,WR,snap_pct,21.0,10.0,Endpoint aggregate has 5 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,11762,Roschon Johnson,RB,snap_pct,3.0,1.0,Endpoint aggregate has 2 weekly snap values; published snap source has 7.
1,snap percentage omits published snap weeks,draft-board,11802,Tyler Johnson,WR,snap_pct,48.0,41.0,Endpoint aggregate has 9 weekly snap values; published snap source has 12.
1,snap percentage omits published snap weeks,draft-board,11832,Quentin Johnston,WR,snap_pct,79.0,77.0,Endpoint aggregate has 13 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,11907,Charlie Jones,WR,snap_pct,17.0,2.0,Endpoint aggregate has 1 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,12141,Tim Jones,WR,snap_pct,19.0,10.0,Endpoint aggregate has 1 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,12150,Velus Jones Jr.,WR,snap_pct,10.0,2.0,Endpoint aggregate has 1 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,12269,Kyle Juszczyk,FB,snap_pct,45.0,46.0,Endpoint aggregate has 15 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,12301,Nick Kallerup,TE,snap_pct,48.0,24.0,Endpoint aggregate has 1 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,12510,Tom Kennedy,WR,snap_pct,65.0,12.0,Endpoint aggregate has 1 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,12570,Ko Kieft,TE,snap_pct,null,14.0,Endpoint aggregate has 0 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,12681,Mason Kinsey,WR,snap_pct,34.0,11.0,Endpoint aggregate has 2 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,12689,Christian Kirk,WR,snap_pct,51.0,49.0,Endpoint aggregate has 11 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,12776,Bam Knight,RB,snap_pct,40.0,33.0,Endpoint aggregate has 10 weekly snap values; published snap source has 12.
1,snap percentage omits published snap weeks,draft-board,12785,Dawson Knox,TE,snap_pct,59.0,58.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,12813,Charlie Kolar,TE,snap_pct,39.0,40.0,Endpoint aggregate has 11 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,12926,Lucas Krull,TE,snap_pct,36.0,29.0,Endpoint aggregate has 2 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,13042,CeeDee Lamb,WR,snap_pct,78.0,73.0,Endpoint aggregate has 13 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,13048,KeAndre Lambert-Smith,WR,snap_pct,22.0,19.0,Endpoint aggregate has 7 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,13095,Jaylin Lane,WR,snap_pct,41.0,36.0,Endpoint aggregate has 13 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,13152,Gage Larvadain,WR,snap_pct,33.0,24.0,Endpoint aggregate has 7 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,13186,Cameron Latu,TE,snap_pct,null,11.0,Endpoint aggregate has 0 weekly snap values; published snap source has 15.
1,snap percentage omits published snap weeks,draft-board,13187,Keleki Latu,TE,snap_pct,40.0,23.0,Endpoint aggregate has 2 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,13189,Dylan Laube,RB,snap_pct,12.0,3.0,Endpoint aggregate has 4 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,13568,Isaiah Likely,TE,snap_pct,59.0,56.0,Endpoint aggregate has 11 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,13664,Drew Lock,QB,snap_pct,18.0,13.0,Endpoint aggregate has 3 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,13730,Hunter Long,TE,snap_pct,47.0,40.0,Endpoint aggregate has 7 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,13819,Dominic Lovett,WR,snap_pct,null,2.0,Endpoint aggregate has 0 weekly snap values; published snap source has 12.
1,snap percentage omits published snap weeks,draft-board,13880,Hunter Luepke,FB,snap_pct,23.0,21.0,Endpoint aggregate has 11 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,14087,Will Mallory,TE,snap_pct,19.0,14.0,Endpoint aggregate has 1 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,14125,Chris Manhertz,TE,snap_pct,26.0,18.0,Endpoint aggregate has 2 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,14199,Marcus Mariota,QB,snap_pct,81.0,75.0,Endpoint aggregate has 10 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,14279,Tay Martin,WR,snap_pct,20.0,17.0,Endpoint aggregate has 2 weekly snap values; published snap source has 3.
1,snap percentage omits published snap weeks,draft-board,14335,David Martin-Robinson,TE,snap_pct,23.0,13.0,Endpoint aggregate has 4 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,14390,Moliki Matavao,TE,snap_pct,50.0,21.0,Endpoint aggregate has 1 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,14422,Scott Matlock,FB,snap_pct,40.0,31.0,Endpoint aggregate has 3 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,14509,Michael Mayer,TE,snap_pct,65.0,62.0,Endpoint aggregate has 12 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,14581,Luke McCaffrey,WR,snap_pct,40.0,32.0,Endpoint aggregate has 7 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,14978,Sean McKeon,TE,snap_pct,null,12.0,Endpoint aggregate has 0 weekly snap values; published snap source has 1.
1,snap percentage omits published snap weeks,draft-board,15117,Jeremy McNichols,RB,snap_pct,33.0,32.0,Endpoint aggregate has 16 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,15179,Jackson Meeks,WR,snap_pct,null,5.0,Endpoint aggregate has 0 weekly snap values; published snap source has 2.
1,snap percentage omits published snap weeks,draft-board,15206,Bo Melton,WR,snap_pct,19.0,10.0,Endpoint aggregate has 8 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,15265,John Metchie III,WR,snap_pct,59.0,46.0,Endpoint aggregate has 12 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,15438,Ryan Miller,WR,snap_pct,19.0,15.0,Endpoint aggregate has 4 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,15440,Scott Miller,WR,snap_pct,29.0,19.0,Endpoint aggregate has 5 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,15505,Jonathan Mingo,WR,snap_pct,24.0,21.0,Endpoint aggregate has 5 weekly snap values; published snap source has 6.
1,snap percentage omits published snap weeks,draft-board,15567,James Mitchell,TE,snap_pct,22.0,14.0,Endpoint aggregate has 2 weekly snap values; published snap source has 5.
1,snap percentage omits published snap weeks,draft-board,15576,Keaton Mitchell,RB,snap_pct,19.0,17.0,Endpoint aggregate has 12 weekly snap values; published snap source has 13.
1,snap percentage omits published snap weeks,draft-board,15611,Zaire Mitchell-Paden,TE,snap_pct,30.0,23.0,Endpoint aggregate has 3 weekly snap values; published snap source has 8.
1,snap percentage omits published snap weeks,draft-board,15756,David Moore,WR,snap_pct,49.0,33.0,Endpoint aggregate has 2 weekly snap values; published snap source has 4.
1,snap percentage omits published snap weeks,draft-board,15841,Skyy Moore,WR,snap_pct,16.0,10.0,Endpoint aggregate has 9 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,15867,Foster Moreau,TE,snap_pct,37.0,36.0,Endpoint aggregate has 7 weekly snap values; published snap source has 11.
1,snap percentage omits published snap weeks,draft-board,15948,Quintin Morris,TE,snap_pct,37.0,23.0,Endpoint aggregate has 5 weekly snap values; published snap source has 14.
1,snap percentage omits published snap weeks,draft-board,16101,Kalel Mullings,RB,snap_pct,4.0,2.0,Endpoint aggregate has 3 weekly snap values; published snap source has 9.
1,snap percentage omits published snap weeks,draft-board,16108,Konata Mumpfield,WR,snap_pct,44.0,32.0,Endpoint aggregate has 9 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,16114,Johnny Mundt,TE,snap_pct,39.0,36.0,Endpoint aggregate has 11 weekly snap values; published snap source has 16.
1,snap percentage omits published snap weeks,draft-board,16199,Luke Musgrave,TE,snap_pct,44.0,40.0,Endpoint aggregate has 13 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,16297,Devin Neal,RB,snap_pct,44.0,40.0,Endpoint aggregate has 9 weekly snap values; published snap source has 10.
1,snap percentage omits published snap weeks,draft-board,16530,David Njoku,TE,snap_pct,65.0,64.0,Endpoint aggregate has 11 weekly snap values; published snap source has 12.
1,snap percentage omits published snap weeks,draft-board,16547,Jaylin Noel,WR,snap_pct,27.0,26.0,Endpoint aggregate has 14 weekly snap values; published snap source has 17.
1,snap percentage omits published snap weeks,draft-board,16647,Kene Nwangwu,RB,snap_pct,26.0,4.0,Endpoint aggregate has 2 weekly snap values; published snap source has 12.
